SAINC50 Personal Current Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Alaska *,20,Population (persons) 1/,393115,397363,402191,403544,405315,418493,449606,488418,513704,532496,544269,539310,541984,547160,553290,570193,588736,599432,603308,604412,608569,612968,619932,624779,627963,633714,642337,648414,659286,666946,675302,680300,687455,698895,713910,722128,730443,737068,736283,737498,741456,739700,735139,731545
2000,Alaska *,30,Per capita personal income (dollars) 2/,12447,12789,13018,13745,15507,17091,19424,19478,19701,20593,20331,19688,20420,22133,23213,23510,24240,25036,25713,26399,26953,28185,29220,29892,31974,33517,34634,35841,36916,38919,41058,43861,47749,47069,49437,52384,53624,52722,55835,57635,56302,57394,60355,62806
2000,Alaska *,50,Per capita disposable personal income (dollars) 3/,10600,10937,11335,11817,13586,14647,16935,17172,17573,18455,18461,17703,18483,19732,20549,21008,21767,22515,23059,23705,24138,25176,26045,26710,28536,29859,31460,32877,34056,35693,37475,39761,43141,43543,45697,48117,49446,48141,50997,52428,51474,52805,55735,57936
2000,Alaska *,60,Personal current taxes,726169,736096,677076,778244,778445,1022823,1119174,1126521,1093392,1138427,1017637,1070857,1050244,1313992,1473684,1426375,1455867,1511273,1601376,1628305,1713473,1844364,1968348,1987553,2159143,2318430,2038513,1921801,1885667,2151650,2419870,2789166,3167563,2464549,2670454,3081382,3051794,3376660,3562194,3840191,3579983,3394729,3396494,3561991
2000,Alaska *,,Personal current taxes to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Alaska *,70,  Federal government 4/,555908,535688,528458,635879,733614,1003182,1097593,1096741,1067866,1111695,988653,1042295,1017519,1282075,1439476,1388206,1418450,1474046,1561350,1585772,1669652,1797971,1920625,1938851,2106843,2265637,1986011,1865493,1817698,2077296,2340651,2705805,3089882,2386506,2590997,3002991,2968765,3291360,3478142,3760067,3504975,3319611,3316475,3480476
4000,Arizona,10,Personal income (thousands of dollars),14813181,16646785,19559610,22986621,26477610,30247056,32197364,35452604,40055602,44570307,48739358,52518393,56718429,60862489,63820979,67174577,71692129,77041009,84343667,91989409,99707638,108023079,118057588,124654410,135387478,141344453,146505245,155175020,169638742,188136505,209126960,220735917,223345839,211975307,215523641,226365302,236846094,242856027,257410447,271257998,283199264,300007452,319226333,335243104
4000,Arizona,15,  Less: Personal current taxes,1376449,1657249,2098087,2611559,2928384,3582460,3668500,3750242,4182164,4844485,5224229,5721799,5875202,6565586,6937203,7164369,7360744,8035359,8991270,9875000,11630727,12903928,14569132,15598126,17236250,17277186,14858216,14579975,16131157,19986767,22822540,23953702,22296841,16327761,17408475,21075087,21565596,23870692,25088221,27931173,29059093,30580533,31729191,34339262
4000,Arizona,16,Equals: Disposable personal income,13436732,14989536,17461523,20375062,23549226,26664596,28528864,31702362,35873438,39725822,43515129,46796594,50843227,54296903,56883776,60010208,64331385,69005650,75352397,82114409,88076911,95119151,103488456,109056284,118151228,124067267,131647029,140595045,153507585,168149738,186304420,196782215,201048998,195647546,198115166,205290215,215280498,218985335,232322226,243326825,254140171,269426919,287497142,300903842
4000,Arizona,20,Population (persons) 1/,2347976,2427310,2517852,2638582,2737774,2810108,2889860,2968924,3067134,3183539,3308261,3437103,3535183,3622184,3684097,3788576,3915740,4065440,4245089,4432499,4586940,4736990,4883342,5023823,5160586,5273477,5396255,5510364,5652404,5839077,6029141,6167681,6280362,6343154,6407172,6472643,6554978,6632764,6730413,6829676,6941072,7044008,7158024,7278717
4000,Arizona,30,Per capita personal income (dollars) 2/,6309,6858,7768,8712,9671,10764,11141,11941,13060,14000,14733,15280,16044,16803,17323,17731,18309,18950,19869,20753,21737,22804,24176,24813,26235,26803,27149,28161,30012,32220,34686,35789,35563,33418,33638,34973,36132,36615,38246,39718,40801,42590,44597,46058
4000,Arizona,50,Per capita disposable personal income (dollars) 3/,5723,6175,6935,7722,8602,9489,9872,10678,11696,12479,13153,13615,14382,14990,15440,15840,16429,16974,17750,18526,19202,20080,21192,21708,22895,23527,24396,25515,27158,28797,30901,31905,32012,30844,30921,31717,32842,33016,34518,35628,36614,38249,40164,41340
4000,Arizona,60,Personal current taxes,1376449,1657249,2098087,2611559,2928384,3582460,3668500,3750242,4182164,4844485,5224229,5721799,5875202,6565586,6937203,7164369,7360744,8035359,8991270,9875000,11630727,12903928,14569132,15598126,17236250,17277186,14858216,14579975,16131157,19986767,22822540,23953702,22296841,16327761,17408475,21075087,21565596,23870692,25088221,27931173,29059093,30580533,31729191,34339262
4000,Arizona,,Personal current taxes to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,Arizona,70,  Federal government 4/,1127036,1375370,1765208,2220547,2525779,3035097,3092616,3107274,3417574,3971386,4241925,4709495,4764652,5334208,5608839,5585828,5807414,6404320,7261631,8160096,9687654,10868970,12358797,13216913,14544736,14664415,12394311,11972169,13116148,16595784,18749042,19599822,18395261,13406499,14314623,17626696,17952095,19899643,20979992,23446458,24754008,26016874,26095144,28110875
5000,Arkansas,10,Personal income (thousands of dollars),11378923,12661751,14668793,16087967,17388327,19702622,20702260,21934843,24458419,25982324,27303655,28434832,30505873,32721188,34457542,36459059,39714351,41648441,44288614,47164713,50047865,52507955,55736104,57973395,60969882,64168146,65661550,69547372,74032960,78000339,83068247,88508301,91812120,90246011,93290459,99571455,106984715,107240684,113545481,117671815,120748208,125025706,130397525,134682679
5000,Arkansas,15,  Less: Personal current taxes,1128655,1221703,1420713,1668317,1886849,2115503,2334632,2248868,2343187,2560920,2612029,2825971,2970841,3273953,3498232,3602238,3866833,4064443,4491793,4889813,5230743,5709269,6216250,6387198,6865496,7102747,6305102,6003523,6265877,7157321,7835102,8877747,9315063,7556537,7739962,9043502,9449527,10314095,10801034,11409848,11870585,12138213,12377281,13002625
5000,Arkansas,16,Equals: Disposable personal income,10250268,11440048,13248080,14419650,15501478,17587119,18367628,19685975,22115232,23421404,24691626,25608861,27535032,29447235,30959310,32856821,35847518,37583998,39796821,42274900,44817122,46798686,49519854,51586197,54104386,57065399,59356448,63543849,67767083,70843018,75233145,79630554,82497057,82689474,85550497,90527953,97535188,96926589,102744447,106261967,108877623,112887493,118020244,121680054
5000,Arkansas,20,Population (persons) 1/,2168688,2207228,2241019,2269115,2288738,2293204,2294254,2305766,2319767,2327046,2331988,2342357,2342655,2346354,2356586,2383144,2415984,2456303,2494019,2535399,2572109,2601090,2626289,2651860,2678588,2691571,2705927,2724816,2749686,2781097,2821761,2848650,2874554,2896843,2921964,2940667,2952164,2959400,2967392,2978048,2989918,3001345,3009733,3017804
5000,Arkansas,30,Per capita personal income (dollars) 2/,5247,5736,6546,7090,7597,8592,9024,9513,10543,11165,11708,12139,13022,13946,14622,15299,16438,16956,17758,18602,19458,20187,21222,21861,22762,23840,24266,25524,26924,28047,29438,31070,31940,31153,31927,33860,36239,36237,38264,39513,40385,41657,43325,44629
5000,Arkansas,50,Per capita disposable personal income (dollars) 3/,4726,5183,5912,6355,6773,7669,8006,8538,9533,10065,10588,10933,11754,12550,13137,13787,14838,15301,15957,16674,17424,17992,18855,19453,20199,21202,21936,23320,24645,25473,26662,27954,28699,28545,29278,30785,33039,32752,34624,35682,36415,37612,39213,40321
5000,Arkansas,60,Personal current taxes,1128655,1221703,1420713,1668317,1886849,2115503,2334632,2248868,2343187,2560920,2612029,2825971,2970841,3273953,3498232,3602238,3866833,4064443,4491793,4889813,5230743,5709269,6216250,6387198,6865496,7102747,6305102,6003523,6265877,7157321,7835102,8877747,9315063,7556537,7739962,9043502,9449527,10314095,10801034,11409848,11870585,12138213,12377281,13002625
5000,Arkansas,,Personal current taxes to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,Arkansas,70,  Federal government 4/,928282,983258,1145487,1351773,1473630,1704548,1888256,1756135,1793122,1989520,2000526,2177355,2245183,2464887,2627743,2672899,2860853,3025271,3373681,3641140,3912673,4292918,4646819,4819170,5220204,5369861,4602534,4319736,4376359,5066567,5645033,6439751,6746508,5170497,5425877,6527225,6789352,7460408,7978646,8428202,8865687,9136967,9209420,9673996
6000,California,10,Personal income (thousands of dollars),174924788,194032902,220640055,250173900,284307980,319557151,342342458,369808779,410796416,444066873,476682239,513377058,558041138,600755071,643684926,665992598,702449072,719730984,742429143,780642835,829666598,882677306,959949747,1026419347,1133965450,1173768781,1193118043,1248506484,1329404002,1407285469,1516057517,1581573294,1606579893,1554013343,1628457637,1737940004,1852397490,1886376599,2021035590,2172930238,2273557468,2383130513,2514503372,2632279775
6000,California,15,  Less: Personal current taxes,18736762,21955302,26295295,31350791,35961482,39825761,40417440,42762337,47780244,53939242,57490165,66918647,68313877,78652922,83102385,79350094,78767760,80571226,84007715,92369159,106300949,120765010,136488075,159429017,195449676,180594287,146586548,142540527,150757530,177908178,197670087,215300052,211951792,161529972,178171842,208782564,224253366,253648412,276290403,310207625,319300822,332872566,342344065,364715849
6000,California,16,Equals: Disposable personal income,156188026,172077600,194344760,218823109,248346498,279731390,301925018,327046442,363016172,390127631,419192074,446458411,489727261,522102149,560582541,586642504,623681312,639159758,658421428,688273676,723365649,761912296,823461672,866990330,938515774,993174494,1046531495,1105965957,1178646472,1229377291,1318387430,1366273242,1394628101,1392483371,1450285795,1529157440,1628144124,1632728187,1744745187,1862722613,1954256646,2050257947,2172159307,2267563926
6000,California,20,Population (persons) 1/,21934505,22350247,22838960,23255069,23800800,24285933,24820007,25360023,25844397,26441107,27102238,27777160,28464250,29218165,29959515,30470736,30974659,31274928,31484435,31696582,32018834,32486010,32987675,33499204,33987977,34479458,34871843,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37319502,37638369,37948800,38260787,38596972,38918045,39167117,39358497,39461588,39512223
6000,California,30,Per capita personal income (dollars) 2/,7975,8681,9661,10758,11945,13158,13793,14582,15895,16795,17588,18482,19605,20561,21485,21857,22678,23013,23581,24629,25912,27171,29100,30640,33364,34043,34214,35415,37369,39279,42088,43629,43890,42044,43636,46175,48813,49303,52363,55833,58048,60549,63720,66619
6000,California,50,Per capita disposable personal income (dollars) 3/,7121,7699,8509,9410,10434,11518,12165,12896,14046,14755,15467,16073,17205,17869,18711,19253,20135,20437,20913,21714,22592,23454,24963,25881,27613,28805,30011,31372,33132,34313,36600,37690,38100,37674,38861,40628,42904,42674,45204,47863,49895,52092,55045,57389
6000,California,60,Personal current taxes,18736762,21955302,26295295,31350791,35961482,39825761,40417440,42762337,47780244,53939242,57490165,66918647,68313877,78652922,83102385,79350094,78767760,80571226,84007715,92369159,106300949,120765010,136488075,159429017,195449676,180594287,146586548,142540527,150757530,177908178,197670087,215300052,211951792,161529972,178171842,208782564,224253366,253648412,276290403,310207625,319300822,332872566,342344065,364715849
6000,California,,Personal current taxes to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,California,70,  Federal government 4/,14875757,17348550,20493653,25465730,28273176,32108495,31725261,33691293,36389070,41295423,43731221,50782148,53187733,60276809,63286449,60004117,58806716,60570658,63849061,70212520,81504793,93479407,104597235,123500936,150584470,134395875,110765651,105435356,110625264,129879489,142971306,157526209,153247779,114361835,126317937,151541589,160327773,180469135,198878911,224566325,231540055,239365021,239519150,256608572
8000,Colorado,10,Personal income (thousands of dollars),18981259,21174240,24413528,27979283,32050837,36882856,40505905,43694220,47644633,50483632,52445729,54400004,57556607,62010063,65667206,69601893,75599104,81812058,87983829,95648804,103235761,111207820,123101187,133020517,147924904,154999829,155404058,158210940,164106026,175273002,189475642,201875472,208738019,198800165,205372353,223153197,237141451,249281641,271307483,284819564,290669555,312045458,335195823,352184749
8000,Colorado,15,  Less: Personal current taxes,2174988,2560318,3019677,3620471,4156949,4978594,5514194,4984292,5289074,5708018,5758815,6145103,6361332,7255519,7880518,8223503,8908146,9818168,10771303,11730995,13372578,15248012,17439789,19259985,22208423,21542964,18332071,16949164,17584625,20529940,23594546,26349627,26311056,19994330,21730194,26044981,27209476,30144828,33215341,36067921,37538987,39062713,39844215,42929972
8000,Colorado,16,Equals: Disposable personal income,16806271,18613922,21393851,24358812,27893888,31904262,34991711,38709928,42355559,44775614,46686914,48254901,51195275,54754544,57786688,61378390,66690958,71993890,77212526,83917809,89863183,95959808,105661398,113760532,125716481,133456865,137071987,141261776,146521401,154743062,165881096,175525845,182426963,178805835,183642159,197108216,209931975,219136813,238092142,248751643,253130568,272982745,295351608,309254777
8000,Colorado,20,Population (persons) 1/,2632244,2696007,2766725,2849181,2908803,2977899,3061562,3133634,3169995,3208726,3237448,3260477,3262280,3275815,3307618,3387119,3495939,3613734,3724168,3826653,3919972,4018293,4116639,4226018,4326921,4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5047349,5121108,5192647,5269035,5350101,5450623,5539215,5611885,5691287,5758736
8000,Colorado,30,Per capita personal income (dollars) 2/,7211,7854,8824,9820,11019,12386,13230,13944,15030,15733,16200,16685,17643,18930,19853,20549,21625,22639,23625,24995,26336,27675,29903,31477,34187,35023,34608,34935,35870,37841,40140,42024,42689,39982,40689,43575,45669,47311,50711,52254,52475,55604,58896,61157
8000,Colorado,50,Per capita disposable personal income (dollars) 3/,6385,6904,7733,8549,9589,10714,11429,12353,13361,13954,14421,14800,15693,16715,17471,18121,19077,19922,20733,21930,22924,23881,25667,26919,29054,30155,30526,31192,32026,33408,35141,36538,37308,35961,36384,38489,40429,41590,44502,45637,45698,48644,51895,53702
8000,Colorado,60,Personal current taxes,2174988,2560318,3019677,3620471,4156949,4978594,5514194,4984292,5289074,5708018,5758815,6145103,6361332,7255519,7880518,8223503,8908146,9818168,10771303,11730995,13372578,15248012,17439789,19259985,22208423,21542964,18332071,16949164,17584625,20529940,23594546,26349627,26311056,19994330,21730194,26044981,27209476,30144828,33215341,36067921,37538987,39062713,39844215,42929972
8000,Colorado,,Personal current taxes to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,Colorado,70,  Federal government 4/,1769259,2094290,2529974,3051486,3552897,4397140,4841900,4181842,4338015,4634802,4645583,4946408,4997411,5752632,6248497,6496633,6962236,7734607,8550785,9256483,10670894,12218700,14082708,16006327,18740032,18088315,14526954,13266984,13617733,16161069,18835796,20816922,20681382,15269022,16870369,20682453,21501099,23786033,26490247,28781292,30101568,31220974,31225140,33790624
9000,Connecticut,10,Personal income (thousands of dollars),24536404,27032652,30080860,33813599,38493926,43242974,46701334,49958241,55880686,60000014,64553349,70443265,77668249,84248967,86889121,87815760,94269329,97347585,100108300,105642525,110746328,117991826,127327726,134415255,147054784,155243071,155347924,157679368,166262007,175470605,189750398,204090210,216865326,213612069,222225987,228929351,233337821,228472196,239001059,245244049,250178586,256348833,267346159,275556831
9000,Connecticut,15,  Less: Personal current taxes,3014360,3317560,3957163,4684445,5517592,6360663,6924827,6319696,6794444,7760548,8670901,10065671,10228067,11030202,11151287,11194544,12857915,13633486,14029302,15411521,17774818,20216706,22779604,24361248,27601833,28739265,23196759,22056040,23581504,27314647,30261182,34587075,34032380,25817318,27853056,31916095,32791066,36657105,38010267,39507112,38142636,39281563,39708854,40534054
9000,Connecticut,16,Equals: Disposable personal income,21522044,23715092,26123697,29129154,32976334,36882311,39776507,43638545,49086242,52239466,55882448,60377594,67440182,73218765,75737834,76621216,81411414,83714099,86078998,90231004,92971510,97775120,104548122,110054007,119452951,126503806,132151165,135623328,142680503,148155958,159489216,169503135,182832946,187794751,194372931,197013256,200546755,191815091,200990792,205736937,212035950,217067270,227637305,235022777
9000,Connecticut,20,Population (persons) 1/,3085984,3088729,3094839,3099907,3113174,3128837,3139014,3162355,3180014,3201131,3223741,3247290,3271954,3283404,3291967,3302895,3300712,3309175,3316121,3324144,3336685,3349348,3365352,3386401,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3579114,3588283,3594547,3594841,3594524,3587122,3578141,3573297,3571520,3565287
9000,Connecticut,30,Per capita personal income (dollars) 2/,7951,8752,9720,10908,12365,13821,14878,15798,17572,18743,20024,21693,23738,25659,26394,26588,28560,29417,30188,31780,33191,35228,37835,39693,43102,45223,44914,45254,47557,50035,53945,57861,61165,59973,62090,63799,64914,63556,66490,68368,69919,71740,74855,77289
9000,Connecticut,50,Per capita disposable personal income (dollars) 3/,6974,7678,8441,9397,10593,11788,12672,13799,15436,16319,17335,18593,20612,22300,23007,23198,24665,25298,25958,27144,27863,29192,31066,32499,35012,36851,38208,38924,40811,42246,45342,48055,51566,52725,54308,54905,55792,53358,55916,57354,59259,60747,63737,65920
9000,Connecticut,60,Personal current taxes,3014360,3317560,3957163,4684445,5517592,6360663,6924827,6319696,6794444,7760548,8670901,10065671,10228067,11030202,11151287,11194544,12857915,13633486,14029302,15411521,17774818,20216706,22779604,24361248,27601833,28739265,23196759,22056040,23581504,27314647,30261182,34587075,34032380,25817318,27853056,31916095,32791066,36657105,38010267,39507112,38142636,39281563,39708854,40534054
9000,Connecticut,,Personal current taxes to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,Connecticut,70,  Federal government 4/,2872079,3152275,3766081,4474783,5292331,6100381,6657373,5954295,6369418,7279319,8089983,9404164,9606374,10266083,10240775,9970668,10452065,11120526,11357541,12718509,14462319,16917760,18952118,20468863,23267888,24033557,19186593,17860614,18716961,21614759,24085497,28228071,26797059,19387551,21465297,24572773,24912718,28228929,29542064,30927106,29769545,29972928,30026899,31241491
10000,Delaware,10,Personal income (thousands of dollars),4403982,4741121,5201590,5716943,6430508,7094131,7634123,8131632,8972541,9733839,10356846,11194189,12256360,13630691,14367121,15196277,15854345,16466756,17165308,18171954,19433856,20342252,22502296,24170220,26663812,29402432,30386818,31094568,32376705,33303111,35265500,36340552,35993238,36284168,36725658,39825621,40338442,40949477,42888317,45196385,46341838,48604284,51103143,53055306
10000,Delaware,15,  Less: Personal current taxes,694567,743233,813791,936641,1059660,1212786,1216986,1211093,1285600,1393839,1500104,1572479,1661997,1868055,1978165,1962672,2021968,2120544,2293196,2420512,2720830,3054794,3309199,3447441,3611155,3823478,3343721,3210306,3434469,3995019,4246395,4433841,4397155,3447375,3558676,4304788,4278276,4578917,4733971,5159488,5285926,5580280,5878573,6196334
10000,Delaware,16,Equals: Disposable personal income,3709415,3997888,4387799,4780302,5370848,5881345,6417137,6920539,7686941,8340000,8856742,9621710,10594363,11762636,12388956,13233605,13832377,14346212,14872112,15751442,16713026,17287458,19193097,20722779,23052657,25578954,27043097,27884262,28942236,29308092,31019105,31906711,31596083,32836793,33166982,35520833,36060166,36370560,38154346,40036897,41055912,43024004,45224570,46858972
10000,Delaware,20,Population (persons) 1/,592755,594821,598188,598830,594919,595974,599148,605459,611565,618279,627559,636946,647621,658274,669567,683080,694925,706378,717545,729734,740977,751487,763335,774990,786373,795699,806169,818003,830803,845150,859268,871749,883874,891730,899593,907381,915179,923576,932487,941252,948921,956823,965479,973764
10000,Delaware,30,Per capita personal income (dollars) 2/,7430,7971,8696,9547,10809,11903,12742,13431,14671,15743,16503,17575,18925,20707,21457,22247,22814,23312,23922,24902,26227,27069,29479,31188,33907,36952,37693,38013,38970,39405,41041,41687,40722,40690,40825,43891,44077,44338,45993,48017,48836,50798,52930,54485
